,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
15497,Merlin Babaji,Better Days,5158,2022-10-30 09:49:00,0.703,0.461,5.0,-10.581,0.0,0.0341,0.402,9.75e-05,0.114,0.39,99.941,1FtYN2OwwvNgxfqf5XsD6M,4.0
15498,Merlin Babaji,Exotic,7035,2022-10-30 09:49:00,0.72,0.933,5.0,-5.092,1.0,0.0918,0.0474,0.0,0.164,0.838,127.994,4Wu7e6GnhlIpysk2bgRMzn,4.0
15499,Merlin Babaji,Vibes,17931,2022-10-30 09:49:00,0.73,0.688,11.0,-9.043,0.0,0.0488,0.629,0.468,0.0691,0.232,149.96,20ek0gjOXeWz4LTwe78Mtx,3.0
15503,Opeth,Blackwater Park,62225,2022-10-30 09:58:00,0.113,0.857,9.0,-6.714,1.0,0.0779,0.000337,0.258,0.193,0.137,81.01,4ghtc1qkwPW5CIjYrac1MJ,4.0
15520,Rannar Sillard,Empyrean Sun,154819,2022-10-31 06:58:00,0.142,0.0707,1.0,-27.184,1.0,0.0448,0.914,0.95,0.107,0.0563,139.95,7F3hKJIuRMTXT4tvgUF1cK,5.0
15521,ENOMISH,Healing Chakra Balancing Sleep Meditation,300000,2022-10-31 07:03:00,0.131,0.151,6.0,-30.179,0.0,0.0433,0.787,0.959,0.1,0.0399,68.387,0Www6XjUmWmFftuH9SV3Nn,3.0
15522,Kasiedeo,Glaswaldsee,300000,2022-10-31 07:08:00,0.168,0.102,6.0,-24.742,1.0,0.0385,0.956,0.991,0.104,0.0388,114.041,1hLtSysbGdLaYbrNLWQF2m,5.0
15523,Zazenkai,20220317,211200,2022-10-31 07:11:00,0.0748,0.0814,10.0,-26.27,1.0,0.0388,0.744,0.93,0.0956,0.0371,78.194,1abk890JenHyZiwFUM374T,3.0
15524,Bent Johanson,Northern Lights,202292,2022-10-31 07:15:00,0.685,0.744,5.0,-7.5,1.0,0.0432,0.171,0.166,0.0936,0.601,111.017,43IlJpP6BV65PXadzJ3CwM,4.0
15525,Zazenkai,Drone Flight - Instrumental,212000,2022-10-31 07:18:00,0.344,0.0998,5.0,-19.068,1.0,0.038,0.953,0.962,0.106,0.0396,120.076,1sYyEpC4a5KkmyAM1MfcJa,4.0
15527,Kasiedeo,Only the Moment - 9Hz,192208,2022-10-31 07:25:00,0.166,0.07,6.0,-29.769,0.0,0.0392,0.94,0.809,0.0933,0.0839,70.109,0OyVADx4dB2xgVQWmKNDzf,4.0
15528,Zazenkai,Birdsong,281334,2022-10-31 07:30:00,0.118,0.0959,9.0,-23.177,1.0,0.0335,0.975,0.895,0.0872,0.0395,171.578,0w76idtea3u0Iub8DrFGqh,5.0
15529,Kasiedeo,Moonspell,295653,2022-10-31 07:35:00,0.723,0.863,2.0,-13.854,1.0,0.054,0.000196,0.915,0.107,0.0395,120.018,1ffXmvAVzxOGTbsxgKxJrk,4.0
15532,Bent Johanson,Upper North,230635,2022-10-31 07:46:00,0.176,0.0579,8.0,-28.751,1.0,0.0375,0.866,0.838,0.12,0.0392,138.098,23c3pPRKjh9Xt6wirZbUWS,5.0
15533,Spiritual Wisdom,Brain Meditation 8Hz,328120,2022-10-31 07:52:00,0.188,0.047,2.0,-30.549,0.0,0.0408,0.968,0.86,0.114,0.0372,125.019,2aqsI6EmDUeLbZUfNk9dHA,3.0
15534,Below Clouds,The Bridge To The Cosmos - Crown Chakra Version,340033,2022-10-31 07:58:00,0.155,0.0122,9.0,-32.408,0.0,0.052,0.869,0.895,0.103,0.0319,79.34,18QIq2EXdDmgiAkScoTfJQ,4.0
15535,Chill Advisor,Brandenwürttemberg,202125,2022-10-31 08:01:00,0.33,0.264,3.0,-13.678,1.0,0.033,0.888,0.909,0.243,0.0419,110.647,2Q5Cdz9Q6zSgNnZhmzvKfu,5.0
15536,KU 100,Feather - 5Hz,230635,2022-10-31 08:05:00,0.201,0.295,8.0,-18.329,0.0,0.0438,0.869,0.92,0.127,0.0466,71.758,0glU5x6xV1oENoQeGBgdqi,3.0
15537,Cameron Sinosa,Neblinoso,234750,2022-10-31 08:09:00,0.198,0.00582,7.0,-37.049,1.0,0.0466,0.99,0.914,0.17,0.0369,73.79,6uZF7xC32ewhpsm36IaM5T,4.0
15538,Zazenkai,Fairway,251088,2022-10-31 08:13:00,0.147,0.262,5.0,-17.623,1.0,0.04,0.695,0.961,0.106,0.0386,70.925,61WT68Lwm3AI9dFptqaC7m,3.0
15540,Hertzsprung,Schwerelos,209530,2022-10-31 08:20:00,0.643,0.862,1.0,-9.738,0.0,0.0323,0.176,0.901,0.105,0.293,113.981,7sR4Ki74YLsynxtuJH89Nn,4.0
15541,Dr. Sounds,Stagflation,167660,2022-10-31 08:23:00,0.45,0.22,0.0,-17.788,0.0,0.0571,0.957,0.938,0.108,0.164,96.046,1pn03DUhCpv5N6RqCCLVpP,4.0
15543,Miami Deco,A Morning In Miami Beach,173773,2022-10-31 08:26:00,0.195,0.00563,4.0,-36.833,0.0,0.0467,0.991,0.921,0.349,0.0496,133.923,1GOqp37rfWyCwXLJw5pa9p,4.0
15545,Santana,Smooth (feat. Rob Thomas),7318,2022-10-31 08:33:00,0.609,0.923,9.0,-3.908,1.0,0.0338,0.16,4.73e-06,0.295,0.961,115.996,0n2SEXB2qoRQg171q7XqeW,4.0
15548,Santana,Maria Maria (feat. The Product G&B),220867,2022-10-31 08:37:00,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,3XKIUb7HzIF1Vu9usunMzc,4.0
15549,Santana,Migra,53834,2022-10-31 08:39:00,0.561,0.565,1.0,-12.374,1.0,0.0373,0.763,0.948,0.166,0.0392,122.072,61g7oQKm8DFEL7r2g9LS8x,4.0
15550,Santana,Corazon Espinado (feat. Mana),103132,2022-10-31 08:40:00,0.699,0.789,11.0,-5.173,0.0,0.0285,0.13,0.287,0.0874,0.962,119.959,2WoqgtWEBbbBKMDN6Becs7,4.0
15568,Cabeiri,Rise Up,2217,2022-10-31 12:52:00,0.614,0.694,10.0,-5.713,0.0,0.0932,0.254,2.63e-06,0.0733,0.578,163.942,6inzGTxyGsXVjpVKtFGrcE,4.0
15571,Cabeiri,Adorable View,615806,2022-10-31 13:19:00,0.503,0.599,7.0,-10.401,0.0,0.0361,0.00259,0.863,0.0946,0.148,90.0,363b2CB88xLBUkL5iBtTnh,4.0
15578,Aviraas,Shree Ram Janki - live,340732,2022-10-31 20:26:00,0.517,0.629,8.0,-9.055,1.0,0.0482,0.66,0.00115,0.107,0.587,107.289,7dKQNK9L1boEXF7goT5j8n,4.0
15582,Cabeiri,Little Monk Stepping,269957,2022-10-31 21:11:00,0.516,0.712,8.0,-16.084,1.0,0.0389,0.0221,0.942,0.178,0.22,119.993,6c7RNFLcjDwbVC3hFHlOgr,4.0
15588,Alexander Belousov,Blow,6064,2022-11-01 09:51:00,0.38,0.0993,2.0,-20.567,1.0,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,18GiV1BaXzPVYpp9rmOg0E,4.0
15591,Alexander Belousov,Blow - Del Horno Remix,19930,2022-11-01 09:51:00,0.702,0.838,4.0,-8.556,0.0,0.0792,0.00808,0.868,0.0989,0.0714,125.987,6Ly1oyKUNjpFMUPZxl9lgf,4.0
15648,islandman,Yorgunum Kaptan,10074,2022-11-01 18:05:00,0.69,0.417,5.0,-13.422,1.0,0.0655,0.754,0.0511,0.0723,0.312,90.978,4jSLy6yaQLomhIpcpxCryu,4.0
15660,JaguarTree,Codex,474500,2022-11-01 20:44:00,0.346,0.128,2.0,-17.536,0.0,0.0303,0.841,0.76,0.13,0.0654,58.996,6ttYF5VadzTssGV2i1Q08T,4.0
15661,JaguarTree,La Fuente de la Vida,515000,2022-11-01 20:53:00,0.659,0.558,4.0,-11.565,0.0,0.059,0.0989,0.831,0.12,0.583,92.012,2AGtiZqxcnPQ4CX43V5td1,4.0
15667,YABØII,Take me to Church,244173,2022-11-01 21:54:00,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,1CS7Sd1u5tWkstBhpssyjP,4.0
15677,JaguarTree,Alchemical Structures,97369,2022-11-02 01:47:00,0.726,0.745,2.0,-10.797,1.0,0.0388,0.00743,0.746,0.416,0.107,110.019,0BbjUXHQ1FTjNZu3H0ctPT,4.0
15683,Mark Mothersbaugh,Thor: Ragnarok,7501,2022-11-02 05:57:00,0.604,0.833,11.0,-10.876,1.0,0.0412,0.00133,0.282,0.592,0.693,114.008,7pLNef6vH7gA6lgzw2Nodl,4.0
15684,Michael Giacchino,Mama's Got a Brand New Hammer,100966,2022-11-02 05:58:00,0.184,0.443,0.0,-9.727,0.0,0.0394,0.0303,0.905,0.113,0.0659,109.858,6GpIulgg8ANZx7AG4H4Hj1,4.0
15685,Brian Tyler,"Thor, Son of Odin - From ""Thor: The Dark World""/Score",27971,2022-11-02 05:59:00,0.234,0.535,2.0,-11.392,1.0,0.0427,0.393,0.959,0.115,0.114,135.87,4wHZxRXjpuNTD7f9f4jpIq,4.0
15755,JaguarTree,DMT,15179,2022-11-02 12:49:00,0.54,0.412,1.0,-11.351,1.0,0.0382,0.0181,0.88,0.354,0.074,193.983,6kBAlRKTukxlwmp0u8mde4,4.0
15757,JaguarTree,Epsidyan,10148,2022-11-02 12:50:00,0.699,0.811,2.0,-9.284,1.0,0.0486,0.024,0.855,0.0917,0.17,130.017,31vDE7JvP5njoKGRyQhNdO,4.0
15758,JaguarTree,Zephyr,6333,2022-11-02 12:50:00,0.725,0.803,2.0,-4.083,1.0,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,1ndGB6rvxKYN9seCYO1dTF,4.0
15759,JaguarTree,Etherea,14061,2022-11-02 12:50:00,0.436,0.636,9.0,-6.006,0.0,0.0348,0.000108,0.903,0.111,0.0374,159.974,2S29C2RcDdrSMvXBeLD2zQ,5.0
15760,JaguarTree,Eons Beyond,136501,2022-11-02 12:53:00,0.665,0.711,11.0,-10.554,0.0,0.0416,0.0287,0.892,0.124,0.236,111.987,7f1qeZA3PCKfa7inFvYJZt,4.0
15761,Sati Ethnica,KALI,12684,2022-11-02 12:53:00,0.714,0.692,2.0,-8.477,1.0,0.177,0.269,2.77e-05,0.144,0.377,157.891,4YoyO7a38h3Zyk7iPETTMB,4.0
15764,Sati Ethnica,SRI KRISHNA GOVINDA,6388,2022-11-02 12:54:00,0.526,0.554,0.0,-9.844,0.0,0.0319,0.582,0.249,0.359,0.31,140.05,5yafd6TSRmKnLBrVFKDCOc,4.0
15767,Sati Ethnica,MISERLOU,7842,2022-11-02 12:54:00,0.668,0.511,11.0,-9.054,1.0,0.028,0.285,0.00109,0.0731,0.0909,105.012,5fawEgvdu5hsWvtvtf55i6,4.0
15769,Sati Ethnica,Radhe Shyam - Aitor González Remix,3572,2022-11-02 12:56:00,0.805,0.668,2.0,-6.734,1.0,0.0474,0.0151,0.722,0.0968,0.0639,104.028,6rKMSxDrVx9MLSYIKAFFby,4.0
15775,Sati Ethnica,Radhe Shyam,99340,2022-11-02 13:25:00,0.683,0.744,10.0,-8.385,1.0,0.0331,0.164,0.612,0.132,0.32,108.013,1BxM1ivJr5LXSsFMeENA41,4.0
15890,Alexander Belousov,City of Clouds (Alexander Belousov Radio Cut),171488,2022-11-03 17:44:00,0.803,0.769,0.0,-6.776,1.0,0.0444,0.000751,0.619,0.0812,0.545,124.008,5FMKaSm7IhMD6VJFqr8VES,4.0
15893,Alexander Belousov,City of Clouds,8699,2022-11-03 17:50:00,0.682,0.507,10.0,-9.396,1.0,0.105,0.13,5.47e-06,0.105,0.267,124.045,43HNRDixLw6Ty3C0SUHj5o,3.0
15899,Legroni,Feel Me,432092,2022-11-03 18:46:00,0.71,0.808,2.0,-6.703,0.0,0.0433,0.44,0.000773,0.0734,0.392,99.989,6XXYdF6pJR1K3wKvuxmu7n,4.0
15938,God Is An Astronaut,Obscura Somnia (Somnia),1853,2022-11-04 00:27:00,0.0823,0.398,9.0,-16.432,0.0,0.0375,0.53,0.829,0.107,0.127,169.357,4WpFVlfVbGiFstatGu4IWm,3.0
15939,God Is An Astronaut,Empyrean Glow/Crystal Canyon (Somnia),1157,2022-11-04 00:27:00,0.155,0.205,11.0,-19.642,0.0,0.0396,0.782,0.896,0.075,0.0366,135.369,3AfYdDnpwYaOCDf61pQKuf,4.0
15941,God Is An Astronaut,Dark Rift (Somnia),1742,2022-11-04 00:27:00,0.172,0.229,3.0,-18.536,0.0,0.0446,0.103,0.926,0.113,0.075,84.479,4qxyGSvfqZa3yMWYrkAxAp,4.0
15942,God Is An Astronaut,Finem Solis (Somnia),11796,2022-11-04 00:27:00,0.158,0.3,6.0,-19.92,1.0,0.0333,0.872,0.869,0.0916,0.105,69.119,0t0sVvPPQ5RTnW8HrqKaFl,3.0
15943,God Is An Astronaut,Komorebi (Somnia),1633,2022-11-04 00:28:00,0.141,0.184,0.0,-21.221,1.0,0.031,0.884,0.866,0.108,0.0621,80.742,7gJ4CdThZPUaFVvI1lZyIb,4.0
15944,God Is An Astronaut,Weightless (Somnia),9930,2022-11-04 00:28:00,0.17,0.423,8.0,-14.867,1.0,0.0484,0.0275,0.653,0.0975,0.0617,118.948,47F3mKnrKdXis0oHkb2kZw,4.0
15958,KALEO,Way down We Go,27943,2022-11-04 01:16:00,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,0y1QJc3SJVPKJ1OvFmFqe6,4.0
15963,Bonobo,Animals,3480,2022-11-04 01:32:00,0.676,0.865,1.0,-6.381,1.0,0.0389,0.00105,0.648,0.382,0.0372,128.006,1xMLthTaWJieT9YGV1hyS5,4.0
15976,Poranguí,Heart of the Mother,3772,2022-11-04 02:03:00,0.0943,0.335,6.0,-18.715,0.0,0.047,0.857,0.602,0.925,0.109,173.735,31DIjkicf6Pfu3GYHG1Gkk,3.0
15992,Emancipator,Vines (The Great Mundane Remix),65790,2022-11-04 03:11:00,0.501,0.646,10.0,-8.802,0.0,0.0367,0.378,0.369,0.0643,0.271,180.084,1pG45yzTcZlwW1ZpVuaS4O,4.0
16000,Tor,Eleuthera - Catching Flies Remix,4511,2022-11-04 03:45:00,0.544,0.64,0.0,-12.505,0.0,0.0325,0.316,0.893,0.121,0.039,109.988,5EM9H0b9vbwPAkl7CWlEmS,4.0
16001,Buddha-Bar,Yuregine Deprem,27929,2022-11-04 03:46:00,0.72,0.53,10.0,-15.074,0.0,0.0489,0.0357,0.737,0.172,0.157,119.0,0Kavkt38dZ0P4G2zSYHb6E,4.0
16009,History of Colour,Cinder,2120,2022-11-04 04:08:00,0.752,0.522,1.0,-5.993,1.0,0.0507,0.0193,0.0,0.105,0.65,139.936,3udCid1W2whR6CQrVpsKUh,3.0
16010,SH-CH,Hana,1882,2022-11-04 04:08:00,0.751,0.946,0.0,-4.592,0.0,0.0616,0.0626,0.0,0.71,0.743,125.951,00WU31DXRd2Q7GMemE0Thi,4.0
16011,Armen Miran,Precious Story,1439,2022-11-04 04:08:00,0.785,0.671,9.0,-8.832,0.0,0.0366,0.16,0.521,0.104,0.443,105.006,5yK0lEffT7BqplloPOrg2g,4.0
16012,DJ Pretentious,Get Lucky,32895,2022-11-04 04:08:00,0.81,0.793,6.0,-9.404,0.0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,69kOkLUCkxIZYexIgSG8rq,4.0
16014,Tribali,Echo of Silence,2021,2022-11-04 04:09:00,0.383,0.537,6.0,-9.331,1.0,0.0354,0.521,0.519,0.105,0.181,97.592,0esfEJr76fJWtvP9UdAbts,4.0
16015,JAJA,Chan Chara,2107,2022-11-04 04:09:00,0.502,0.414,9.0,-14.534,1.0,0.134,0.258,0.883,0.108,0.544,201.894,5W7KfVKwst9nwMnQWP2SQE,3.0
16016,Manose,"Land of the Medicine Buddha (Instrumental Meditation With Bamboo Flute, Singing Bowls & Nature Sounds)",1898,2022-11-04 04:09:00,0.13,0.0956,10.0,-21.264,0.0,0.0424,0.98,0.34,0.577,0.0709,83.75,4JSl7jspo0pnnh4iy3z2NQ,4.0
16017,Meister Lampe,Cassis,2074,2022-11-04 04:09:00,0.512,0.774,2.0,-3.521,1.0,0.0294,0.00154,2.24e-05,0.105,0.466,102.013,7oivryoCVJwxMaml0zT0p8,4.0
16020,Armen Miran,For Eternity,1463,2022-11-04 04:09:00,0.663,0.689,4.0,-11.262,0.0,0.0387,0.48,0.873,0.108,0.203,112.02,7vtcGWy1bV1NmbyiPuceRY,4.0
16021,EarthRise SoundSystem,Caravan Dream (feat. Go Ray & Duke),1864,2022-11-04 04:10:00,0.557,0.511,2.0,-10.921,1.0,0.0321,0.00358,0.85,0.213,0.246,148.524,5hHf4Y0bc4FFLP4mcBKqZi,3.0
16022,Karmawin,Bushido,1264,2022-11-04 04:10:00,0.691,0.598,10.0,-4.481,0.0,0.129,0.0157,0.765,0.225,0.298,176.009,4VRSyWeKTRiGtiKHsuRnR7,4.0
16023,Minthaze,Knives n Cherries,1602,2022-11-04 04:10:00,0.658,0.373,0.0,-16.213,1.0,0.111,0.283,0.869,0.0734,0.76,80.06,2zolLMZwfHvcAmkiPBvswS,4.0
16025,Bahramji,Being With You,8948,2022-11-04 04:11:00,0.599,0.466,7.0,-9.721,0.0,0.0298,0.881,0.782,0.113,0.131,97.94,3p9hzlhLsBvoQ0SDQO832z,4.0
16028,Jota Karloza,Om Kleem,2354,2022-11-04 04:11:00,0.609,0.88,5.0,-8.097,0.0,0.0311,0.0004,0.492,0.0883,0.474,99.995,37JESGxGGFfgPwpLd0j1bo,4.0
16029,Thievery Corporation,Lebanese Blonde,1213,2022-11-04 04:27:00,0.808,0.837,9.0,-6.583,0.0,0.0459,0.238,0.862,0.0578,0.654,92.002,6k5VMHrwv7mgPpkQSRQtQr,4.0
16030,Calavera & Manya,Seta (feat. Maja Aleksic ) [Original Mix],1341,2022-11-04 04:27:00,0.696,0.703,7.0,-6.556,1.0,0.0359,0.0012,0.958,0.191,0.291,120.01,2mqoc8K0CK02tSAAWlYfly,4.0
16031,Satori,Syria - Satori Remix,1379,2022-11-04 04:27:00,0.725,0.623,2.0,-10.269,1.0,0.0439,0.117,0.661,0.108,0.212,103.999,4gPajk6ojip36b3P7sSyvw,4.0
16032,Fakear,La lune rousse,1476,2022-11-04 04:28:00,0.724,0.808,9.0,-7.744,1.0,0.0325,0.0604,0.00219,0.211,0.182,112.997,5WmRpLC9Eq2ehTnkeuJi6J,4.0
16033,Goldcap,Mirage - Original,1704,2022-11-04 04:28:00,0.657,0.608,2.0,-9.372,1.0,0.042,0.0228,0.887,0.13,0.248,117.029,2fBOS1NT8dYFrypecpjoOS,4.0
16034,Plantrae,Momentum,637,2022-11-04 04:28:00,0.761,0.928,9.0,-2.895,0.0,0.0644,0.052,0.000387,0.0365,0.0398,126.071,6BUhaCvC3VG4HZwyNLRhWm,4.0
16035,Alsarah & The Nubatones,Fulani (Pablo Fierro Remix),7756,2022-11-04 04:28:00,0.687,0.704,10.0,-11.993,0.0,0.0377,0.0145,0.761,0.307,0.174,122.02,5V8ALjF3LJwNAfxGJ0MJMZ,4.0
16036,Fakear,Out Of Reach,2116,2022-11-04 04:28:00,0.504,0.762,10.0,-7.861,0.0,0.036,0.00102,0.701,0.128,0.0317,123.968,0ThPAtLfX0NbibIrEfWFHi,4.0
16038,Hrag Mikkel,Tab Leh,616,2022-11-04 04:36:00,0.784,0.596,10.0,-10.853,0.0,0.0461,0.426,0.811,0.0971,0.189,113.974,44L6rnxwrEvb5BbJjtCOo2,4.0
16039,Hraach,Lullaby - Original,1867,2022-11-04 04:36:00,0.794,0.625,10.0,-8.396,0.0,0.0549,0.0354,0.871,0.0654,0.187,113.996,5iAQ8dHSRTxZBJvjQvcR94,4.0
16041,Hrag Mikkel,Tab Leh - Chris Ojeda Remix,1961,2022-11-04 04:36:00,0.803,0.548,10.0,-8.178,0.0,0.103,3.46e-06,0.909,0.649,0.156,112.008,3csIoT6iyGCcaOxE79TM99,4.0
16042,Unders,Syria - Original,562,2022-11-04 04:36:00,0.717,0.465,3.0,-13.036,0.0,0.0405,0.259,0.922,0.145,0.534,104.995,3rkge8kur9i26zpByFKvBu,4.0
16044,Oliver Koletzki,A Tribe Called Kotori - Short Edit,1856,2022-11-04 04:36:00,0.624,0.544,5.0,-11.335,0.0,0.0378,0.755,0.913,0.101,0.149,95.004,7IIpP0tLaoxgYA1q6vAA3c,4.0
16045,Rey&Kjavik,Saraswati - Tuff City Kids Remix,422206,2022-11-04 04:36:00,0.667,0.729,2.0,-5.528,1.0,0.0428,0.00107,0.504,0.0615,0.376,120.005,7u6kYmfiduDxDXy3rzzen5,4.0
16046,Nu,Man O To (Be Svendsen Remix),785,2022-11-04 04:36:00,0.925,0.42,7.0,-12.116,1.0,0.106,0.266,0.531,0.0976,0.668,108.994,5Mec3JZZldBlWORup9vhgK,4.0
16047,Bahramji & Mashti,Cameldriver,340,2022-11-04 04:36:00,0.719,0.463,2.0,-13.011,1.0,0.0432,0.197,0.821,0.0862,0.12,115.986,1WNmqRVQNQOQQ5VjJ9uob7,4.0
16049,Sam Shure,Arabiskan,16740,2022-11-04 04:37:00,0.829,0.419,0.0,-11.077,1.0,0.0486,0.357,0.908,0.343,0.133,104.992,4XIBubKodzwcMEXKOfrbFG,4.0
16050,JAJA,Zaka,1350,2022-11-04 04:37:00,0.685,0.555,2.0,-11.433,1.0,0.0648,0.362,0.876,0.111,0.403,91.03,7vDOaoUBx5WvD3bUcuQiSC,4.0
16053,Armen Miran,Heavenly Life,414915,2022-11-04 04:49:00,0.832,0.425,1.0,-9.294,0.0,0.0518,0.0346,0.588,0.0896,0.222,118.006,3A1GOimyKVKfsz5lAgQVoX,4.0
16084,Rodrigo Gallardo,Ay Que Sera Del Sol - Original,164378,2022-11-04 07:36:00,0.773,0.532,2.0,-11.297,1.0,0.0674,0.00278,0.86,0.0449,0.389,99.993,2mDpaQWRfsXtymj7JhVOEE,4.0
16112,Anti Soshal,Layers - Original Mix,26737,2022-11-04 14:29:00,0.757,0.669,2.0,-7.384,1.0,0.0472,0.0118,0.822,0.0831,0.197,136.991,5jTqqzeyKglNHwxBcS8YQv,4.0
16114,Anti Soshal,The Calling,8902,2022-11-04 14:32:00,0.672,0.504,11.0,-8.284,0.0,0.0322,0.423,0.00885,0.117,0.109,109.998,2k1bFfcPIRTMeCGO48F0OE,4.0
16115,Giyo,Strangers,7281,2022-11-04 14:34:00,0.69,0.784,11.0,-4.724,1.0,0.056,0.01,4.08e-05,0.22,0.284,109.969,11EDhDAVDtGPoSar6ootYA,4.0
16117,Giyo,Earthbound,7855,2022-11-04 14:34:00,0.742,0.264,0.0,-19.349,1.0,0.0931,0.525,0.85,0.17,0.227,96.003,3B1k0x5JEDAMxYPxAmvBKO,4.0
16118,Giyo,Parisian Girl,5344,2022-11-04 14:34:00,0.635,0.443,2.0,-11.646,0.0,0.0318,0.606,0.872,0.137,0.333,90.031,15FtHa058qprpVtTcr88a6,4.0
16120,Giyo,Symbiote,34843,2022-11-04 14:35:00,0.26,0.442,9.0,-14.392,0.0,0.0632,0.0122,0.497,0.0911,0.296,139.051,5Vq38exXQqy6hgwT3aAhqk,3.0
16121,Giyo,"Bird of Prey, Pt. 2",24028,2022-11-04 14:35:00,0.898,0.435,0.0,-10.88,1.0,0.0525,0.0791,0.898,0.35,0.9,98.759,48cuAJdVkyV07H2GzBTYiP,4.0
16122,Ben Catley,Wildfire - Giyo Remix,8071,2022-11-04 14:36:00,0.696,0.361,1.0,-9.344,1.0,0.0425,0.0181,0.023,0.136,0.0398,94.026,5QYKP6tSh9hAj27ZoZdz74,4.0
16123,Okami (Ọ),Hailstone,10815,2022-11-04 14:36:00,0.5,0.541,11.0,-10.341,0.0,0.346,0.364,0.903,0.101,0.438,63.146,3ed7DlsJcBd2jyQHS9jhhW,5.0
16124,Giyo,They Tell Me You're Gone,6520,2022-11-04 14:36:00,0.427,0.551,6.0,-12.138,1.0,0.102,0.0189,0.78,0.317,0.13,127.238,0diiE3UgQw1namMPza2vTR,4.0
16125,Giyo,A Million Reasons,11497,2022-11-04 14:36:00,0.666,0.423,0.0,-8.012,1.0,0.043,0.494,0.0,0.106,0.154,129.89,7dZ1Odmx9jWIweQSatnRqo,4.0
16126,Giyo,Visions,6434,2022-11-04 14:36:00,0.252,0.314,5.0,-18.197,0.0,0.0407,0.942,0.676,0.0892,0.2,75.056,0SUDiaR0qm30fXVGPjPvRp,4.0
16187,Justus West,House Cat,4739,2022-11-05 02:50:00,0.462,0.471,0.0,-9.034,0.0,0.0308,0.0435,0.0146,0.0932,0.223,72.938,5bYd6Ex5s3fNq24MBzyzHt,4.0
16188,Byulah,Care - Zero 7 Remix,13208,2022-11-05 02:50:00,0.619,0.71,5.0,-10.794,0.0,0.0366,0.151,0.824,0.264,0.111,104.993,0jidmeCAije5LdyJeXj0Oc,4.0
16189,Hidden Orchestra,XII. Seven Hunters - Birds & Wind Instruments,8087,2022-11-05 02:50:00,0.157,0.137,2.0,-17.422,0.0,0.0383,0.965,0.97,0.369,0.0362,133.573,52cDyvMCISCJDWh9oGQKn4,5.0
16190,Martin Miller,Persiana Americana,16454,2022-11-05 02:50:00,0.544,0.882,4.0,-4.92,0.0,0.0519,0.213,0.000155,0.281,0.554,101.011,3i4iH8vikTc4hGb2vQAGu6,4.0
16191,Pettra,Tribal Earth - Undercover Remix,6065,2022-11-05 02:50:00,0.6,0.906,7.0,-6.103,1.0,0.0633,0.000892,0.657,0.212,0.0778,141.997,478eN1gZG78oNNtz2ArvIl,4.0
16192,Oxidaksi,Avira,61845,2022-11-05 02:51:00,0.56,0.924,4.0,-7.742,0.0,0.051,0.0302,0.868,0.131,0.0695,149.996,5SjcMKyBqjxuLbNX9Jf6zq,4.0
16370,Tetouze,The desert race,164360,2022-11-05 15:33:00,0.545,0.582,9.0,-10.955,0.0,0.0293,0.0126,0.141,0.0774,0.381,94.549,6MR187u56N9GHU0yj7gl7M,4.0
16530,David Parsons,Uratu to Ubud,430800,2022-11-06 05:59:00,0.654,0.227,9.0,-20.059,1.0,0.0368,0.758,0.891,0.0871,0.279,96.997,4RIpKO1g77cdsDtGa5gepd,4.0
16667,Liquid Bloom,Emerging Heart - Nanosphere Remix,5029,2022-11-07 04:34:00,0.546,0.267,11.0,-13.001,0.0,0.0656,0.267,0.651,0.246,0.165,119.925,61NnetcvIY7P7g57aMfrgM,4.0
16668,Liquid Bloom,Sacred Blessing - Kaminanda Remix,487441,2022-11-07 04:44:00,0.688,0.467,0.0,-12.757,1.0,0.0387,0.0101,0.88,0.112,0.202,118.01,0OtJbZdItmBC8TaAQl8MJh,4.0
16672,SYGNALS,Sparks Of Light - Original Mix,2354,2022-11-07 04:48:00,0.415,0.879,7.0,-8.882,1.0,0.0459,0.000196,0.65,0.094,0.0612,179.993,0f19TonWXFeZu7HVsqP2wN,4.0
16674,SYGNALS,Hypnotic States - Original Mix,3934,2022-11-07 04:48:00,0.372,0.846,4.0,-9.432,0.0,0.0376,0.0048,0.848,0.104,0.0516,94.993,2X60VqZ24aTBPyoGqkB6ws,4.0
16675,Stefan Torto,Enigmatic Being,14611,2022-11-07 04:49:00,0.561,0.826,8.0,-10.416,0.0,0.0393,0.0676,0.853,0.137,0.456,119.991,1G24PgdJMwFgoJDzflu114,4.0
16676,Stefan Torto,Diving in the Sea of Thoughts,2578,2022-11-07 04:49:00,0.516,0.596,4.0,-10.507,0.0,0.0377,0.164,0.937,0.105,0.209,160.005,16asOMLFB8Vj7Bxfjql2aB,4.0
